All,Alle
"Caching Application",Cache-program
"Varnish Configuration",Varnish-konfigurasjon
"Access list",Tilgangsliste
"Backend host","Backend vert"
"Full page caching",Fullside-bufring
"We cannot retrieve the payment method model object.","Vi kan ikke hente betalingsmåte-modellobjektet."
"We cannot retrieve the payment info model object.","Vi kunne ikke hente betalingsinfo-modellobjektet."
"All Allowed Countries","Alle tillatt land"
"Specific Countries","Bestemte land"
"Please enter a valid credit card expiration date.","Angi en gyldig kredittkortutløpsdato."
"Edit Your Cart","Redigere handlevognen"
"Please enter a valid credit card number.","Angi et gyldig kredittkortnummer."
"Billing Agreements",Faktureringsavtaler
"Reference ID",Referanse-ID
"Billing Agreement #%1","Faktureringsavtale #%1"
"Related Orders","Relaterte ordrer"
"View Transaction Details","Vis transaksjonsdetaljer"
"Transaction Information",Transaksjons-informasjon
"Fetch Updates","Hent Oppdateringer"
Help,Hjelp
"View Demo","Vis demo"
"See terms","Se vilkår"
"You will be redirected to the PayPal website.","Du blir videresendt til PayPal."
"You will be redirected to the PayPal website when you place an order.","Du blir videresendt til PayPal når du gjennomfører bestillingen."
"Invalid block type","Ugyldig blokktype"
"Billing Agreement # %1","Faktureringsavtale # %1"
"PayPal can't process orders with a zero balance due. To finish your purchase, please go through the standard checkout process.","PayPal kan ikke behandle bestillinger med null saldo. For å fullføre kjøpet, vennligst gå gjennom standard betalingsprosess."
"A match of the Shipping Address City, State, and Postal Code failed.","Matching av leveringsdressens sted, fylke og postnummer mislyktes."
"We prefer PayPal (150 X 60)","Vi foretrekker PayPal (150 X 60)"
"Now accepting PayPal (150 X 60)","Vi godtar nå PayPal (150 X 60)"
"Now accepting PayPal (150 X 40)","Vi godtar nå PayPal (150 X 40)"
"Payments by PayPal (150 X 40)","Betaling med PayPal (150 X 40)"
"Shop now using (150 X 60)","Handle nå med (150 X 60)"
Shortcut,Snarvei
Authorization,Autorisasjon
"Ask Customer","Spør Kunder"
"Last Transaction ID","Siste transaksjons ID"
"The payment is pending because it was made to an email address that is not yet registered or confirmed.","Betaling er på vent fordi den ble gjort til en e-postadresse som ennå ikke er registrert eller bekreftet."
Complaint,Klage
Dispute,Tvist
"No match","Ingen treff"
"Note: %1","Ikke: %1"
"Invoice ID","Faktura ID"
"Finish Date","Slutt dato"
"Debit or Credit","Debit og kredit"
"Yes (PayPal recommends this option)","Ja (PayPal anbefaler dette alternativet)"
"Billing Agreement",Faktureringsavtale
"Billing Agreement # ","Faktureringsavtale # "
"Payment Method:",Betalingsmåte:
"Back to Billing Agreements","Tilbake til faktureringsavtaler"
"There are no billing agreements yet.","Det er ingen faktureringsavtaler ennå."
"New Billing Agreement","Ny faktureringsavtale"
"You will be redirected to the payment system website.","Du blir videresendt til PayPal."
"Your billing agreement # is: ","Din faktureringsavtale # er: "
"Please select a shipping method...","Vennligst velg leveringsmåte..."
"Buy now with PayPal","Kjøp nå med PayPal"
"Items in Your Shopping Cart","Varer i din handlekurv"
"Edit Shopping Cart","Redigere handlekurv"
"Please update order data to get shipping methods and rates","Oppdater ordredata for å få leveringsmetoder og priser"
"-- Please Select Billing Agreement--","-Vennligst velg faktureringsavtale--"
Manage,Administrere
"Merchant Country","Selgers land"
"API Password","API passord"
"PayPal recommends you set up an additional User on your account at manager.paypal.com, instead of entering your admin username and password here. This will enhance your security and prevent service interruptions if you later change your password. If you do not want to set up an additional User, you can re-enter your Merchant Login here.","PayPal anbefaler at du setter opp en ekstra bruker på kontoen din på manager.paypal.com, istedenfor å oppgi ditt admin brukernavn og passord her. Dette vil forhøye sikkerhet og hindre stopp i tjenesten hvis du senere forandrer passordet ditt. Hvis du ikke ønsker å opprette ekstra bruker, da kan du legge inn Selger pålogging her."
"If you do not have multiple users set up on your account, please re-enter your Vendor/Merchant Login here.","Hvis du ikke har flere brukere på kontoen, vennligst skriv ny leverandør/selger pålogging her."
"Your shopping cart has been updated with new prices.","Handlekurven har blitt oppdatert med nye priser."
"We cannot load the configuration from file %1.","Vi kan ikke laste konfigurasjonen fra filen %1."
"Method ""%1"" is not defined in ""%2""","Metode ""%1"" er ikke definert i ""%2"""
"Remember Me","Husk meg"
"Welcome, %1!","Velkommen, %1!"
"Not you?","Ikke du?"
"""Remember Me"" Default Value","""Husk meg"" standardverdi"
"Persist Wish List","Vedvarende ønskeliste"
"Persist Recently Ordered Items","Vedvare nylig bestilte varer"
"Read Product Price","Les produktpris"
"Edit Product Price","Redigere produktpris"
"Edit Product Status","Redigere produktstatus"
"Default Product Price","Standard produktpris"
"You saved the alert subscription.","Du lagret varselsabonnementet."
"There are not enough parameters.","Det er ikke nok parametere."
"Alert subscription has been saved.","Varslingsabonnement er lagret."
"You deleted the alert subscription.","Du slettet varslingsabonnementet."
"You will no longer receive price alerts for this product.","Du vil ikke lenger motta prisvarsler for dette produktet."
"You will no longer receive stock alerts for this product.","Du vil ikke lenger motta lagervarsler for dette produktet."
"The product was not found.","Produktet ble ikke funnet."
"You will no longer receive stock alerts.","Du vil ikke lenger motta lagervarsler."
"Invalid block type: %1","Ugyldig blokktype: %1"
"Price change alert! We wanted you to know that prices have changed for these products:","Prisendringsvarsel! Vi ønsker å informere deg om at prisene er endret for disse produktene:"
Price:,Pris:
"Unsubscribe from all price alerts","Slutt å abonnere på alle prisvarsler"
"Preview Image",Forhåndsvisningsbilde
"Get Video Information","Få videoinformasjon"
"YouTube and Vimeo supported.","YouTube og Vimeo støttes."
"Add Video","Legg til video"
"Delete video","Slett video"
"Video cant be shown due to the following reason: ","Video kan ikke vises av følgende grunn: "
"Show related video","Vis relatert video"
"Auto restart video","Automatisk omstart av video"
"Images And Videos","Bilder og videoer"
"Edit Catalog Price Rules","Redigere prisregler i katalog"
"Edit Cart Price Rules","Redigere prisregler for handlevogn"
"Edit Automated Email Reminder Rules","Rediger regler for automatiske e-postpåminnelser"
"Quick Order",Hurtigordre
"The uploaded CSV file does not contain a column labelled SKU. Make sure the first column is labelled SKU and that each line in the file contains a SKU value. Then upload the file again.","Den opplastede CSV-filen inneholder ikke en kolonne merket SKU. Kontroller at den første kolonnen er merket SKU og at hver linje i filen inneholder en SKU-verdi. Deretter laste opp filen igjen."
"You should correct the quantity for the product.","Du bør korrigere antallet for produktet."
"The SKU is out of stock.","SKU er utsolgt."
"We don't have the quantity you requested.","Vi har ikke så mange som du ønsker."
"The file could not be uploaded because it is in the wrong format. Please select a CSV file to upload.","Filen kan ikke lastes fordi den har feil format. Velg en CSV-fil laste opp."
"Add from File","Legg til fra fil"
"File must be in .csv format and include ""SKU"" and ""QTY"" columns","Filen må være i CSV-format og inkluderer ""SKU"" og ""Antall"" kolonner"
"Choose File","Velg fil"
"Enter Multiple SKUs","Angi flere SKUer"
"Use commas or paragraph to separate SKUs.","Bruk komma eller avsnitt for å skille SKUer."
"Add to List","Legge til listen"
"Enter SKU or Product Name","Angi SKU eller produktnavn"
" product(s) require(s) your attention."," produkt(er) trenger din oppmerksomhet."
"Enable Quick Order","Aktivere Quick Bestill"
"Download Sample","Last ned prøve"
"This shipping method is not available. To use this shipping method, please contact us.","Denne leveringsmetode er ikke tilgjengelig. For å bruk denne leveringsmetode, vennligst kontakt oss."
"Shipping & Handling (%1)","Frakt & håndtering (%1)"
"Only 1 shipping assignment can be set","Bare 1 frakttildeling kan angis"
"This rule is assigned to %1 automated reminder rule(s). Deleting this rule will automatically unassign it.","Denne regelen er tilordnet %1 automatiserte påminnelseregler. Sletting av denne regelen vil automatisk fraordne det."
"Automated Email Marketing Reminder Rules","Påminnelsesregler for automatiserte markedsførings-eposter"
"No more than %1 customers may receive the reminder email after this action.","Ikke mer enn %1 kunder kan får tilsendt e-postpåminnelse etter denne handlingen."
"Run Now","Kjør nå"
"Edit Rule '%1'","Rediger regel '%1'"
Coupon,Kupong
Hourly,"Hver time"
subtotal,delsum
"Coupon Code",Kupongkode
"Item SKU %1 %2 ","Element SKU %1 %2 "
"The item was added to shopping cart %1, store view %2.","Elementet ble lagt til handlekurven %1, butikkvisning %2."
is,er
"is not","er ikke"
"Validate error 2","Valideringfeil 2"
"New Accounts","Nye kontoer"
"Customers by number of orders","Kunder etter antall ordrer"
"Customers by Orders Total","Kunder etter ordretotal"
"Date Used","Dato brukt"
Period,Periode
"Empty Rows","Tomme rader"
"Show Reviews","Vis omtaler"
"Show Report","Vis rapport"
Detail,Detaljer
"Products Reviews",Produktomtaler
"Products Bestsellers Report",Produkt-bestselgerrapport
"Price Rule",Prisregel
"Sales Subtotal","Salg delsum"
"Sales Discount",Salgsrabatt
"Sales Total",Salgssum
"Total Ordered Report","Totalt bestilt rapport"
"Sales Items",Salgsvarer
Paid,Betalt
"Sales Tax",Merverdiavgift
"Sales Shipping","Salg frakt"
"Total Sales Shipping","Totalt salg frakt"
"Tax Amount","Mva beløp"
"Products in carts","Produkter i handlekurven"
"Order Total Report","Ordretotal rapport"
Review,Omtale
Reviews,Produktomtaler
"Product Reviews",Produktomtaler
"Bestsellers Report",Bestselgerrapport
"Sales Report",Salgsrapport
"Customer Shopping Carts","Kundens handlekurv"
"Show By","Vis etter"
"Select Date","Velg dato"
"Show Report For:","Vis rapport for:"
"Search Terms",Søkeord
"Show for Current","Viser for gjeldende"
"We can't configure the product right now.","Vi kan ikke konfigurere produktet akkurat nå."
"Invalid item option format.","Ugyldig varevalg format."
"Cannot specify product.","Kan ikke spesifisere produkt."
Exception,Unntak
"Could not save","Kunne ikke lagre"
"With Selected","Med valgt"
"Copy Selected","Kopier Valgte"
Copy,Kopi
"Move Selected","Flytt Valgte"
"Remove Selected","Fjern Valgte"
"product(s) require your attention","produkter krever din oppmerksomhet"
"Name & Description","Navn og beskrivelse"
"Latest Activity","Nylige aktiviteter"
"Save Review","Lagre anmeldelse"
"New Review","Ny anmeldelse"
"Review Details","Se gjennom detaljene"
"Product Rating",Produktvurdering
Nickname,Kallenavn
"Summary of Review","Sammendrag av omtale"
"Save and Previous","Lagre og forrige"
"Save and Next","Lagre og neste"
Author,Forfatter
"Summary Rating","Sammendrag rating"
"Update Status","Oppdater status"
"All Reviews of Product `%1`","Alle produktanmeldelser på produkt '%1'"
"All Reviews","Alle produktanmeldelser"
"Product Store Name","Produkt butikknavn"
"Add New Rating","Legg til ny vurdering"
"Save Rating","Lagre vurdering"
"New Rating","Ny vurdering"
"Summary of review: %1 <br/>","Sammendrag av omtale: %1 <br/>"
"Reviews %1","Produktanmeldelser %1"
"The review has been deleted.","Produktanmeldelsen har blitt slettet."
"My Product Reviews","Mine produktomtaler"
Approved,Godkjent
"Not Approved","Ikke godkjent"
"Please enter a review summary.","Skriv inn sammendrag av omtale."
"Please enter a nickname.","Vennligst skriv inn et klengenavn."
"Please enter a review.","Skriv inn en anmeldelse."
"Rating isn't Available","Rating er ikke tilgjengelig"
"Assigned Options","Tilordnede alternativer"
"Option Title:",Alternativtittel:
"You have submitted no reviews.","Du har ikke skrevet noen produktomtaler."
"My Recent Reviews","Mine siste produktanmeldelser"
"View All","Vis alle"
"Average Customer Rating:","Gjennomsnittlig kundevurdering:"
"Your Review","Din produktanmeldelse"
"Submitted on %1","Skrevet den %1"
"Back to My Reviews","Tilbake til produktanmeldelser"
"Ratings Review Summary","Ratingomtale sammendrag"
"Be the first to review this product","Bli den første til å omtale produktet"
"Write Your Own Review","Skriv din egen produktanmeldelse"
"You're reviewing:","Du omtaler:"
"Your Rating","Din vurdering:"
"Submit Review","Legg til omtale"
"Only registered users can write reviews. Please <a href=""%1"">Sign in</a> or <a href=""%2"">create an account</a>","Kun registrerte brukere kan skrive omtaler. Vennligst <a href=""%1""> Logg inn</a> eller <a href=""%2""> Registrer en konto</a>"
"Add Your Review","Legg til produktanmeldelse"
"%1 Review(s)","%1 Produktanmeldelse(r)"
"Review by","Gjennomgang av"
"Average Customer Rating","Gjennomsnittlig kundevurdering"
"Product Rating:",Produktvurdering:
"Product Review (submitted on %1):","Produktanmeldelse (skrevet den %1):"
"Back to Product Reviews","Tilbake til produktanmeldelser"
"By Products","Etter produkter"
"Allow Guests to Write Reviews","Tillat gjester å skrive produktanmeldelser"
"Reward Points History",Belønningspoenghistorikk
"Expired reward","Utløpt belønning"
"No Data","Ingen Data"
"Currency Amount",Valutabeløp
"This applies only to registered users and may vary when a user is logged in.","Dette gjelder bare for registrerte brukere og kan variere når en bruker er pålogget."
"You saved the settings.","Du lagret innstillingene."
"Registered as customer","Registrert som kunde"
First,Første
"Expires on %1","Gyldig til %1"
"Your balance is %1.","Saldoen er %1."
"%1 spent = %2 earned","%1 brukt = %2 opptjent"
"Balance limit is %1.","Saldogrensen er %1."
"Maximum balance is reached","Maksimal saldo er nådd"
Return,"Gå tilbake"
Returns,Retur
"Create Returns","Opprett returer"
"Select Items","Velg elementer"
"New Return Request","Ny returforespørsel"
"Create New RMA for %1 in %2","Opprette ny RMA for %1 i %2"
"Create New RMA for %1","Opprette ny RMA for %1"
"Create New RMA","Opprette ny RMA"
"Please Select Order","Vennligst velg rekkefølge"
"Grand Total (Purchased)","Totalsum (kjøpt)"
"Are you sure you want to close this returns request?","Er du sikker på at du vil lukke dette returnerer forespørsel?"
"Return #%1 - %2","Returner #%1 - %2"
"Submit Comment","Send kommentar"
"Custom Value","Egendefinert verdi"
"Print Shipping Label","Skriv ut fraktetikett"
"Show Packages","Vis pakker"
Returned,Returnert
"Return Reason",Returgrunner
"Item Condition","Produktenes Tilstand"
Resolution,Oppløsning
"Return Information",Returinformasjon
"Remaining Qty","Gjenværende antall"
"Requested Qty","Ønsket antall"
"Reason to Return","Grunn for retur"
"Add Details","Legg til detaljer"
"Invalid RMA","Ugyldig RMA"
"Invalid order","Ugyldig ordre"
"Please specify a carrier.","Angi en transportør."
"Please enter a tracking number.","Angi et sporingsnummer."
"You created a shipping label.","Du har lagd fraktetikett."
"Returns Attributes","Returnerer Attributt"
"New Return Attribute","Ny Returner Attributt"
"You saved the RMA item attribute.","Du lagret RMA vareattributtet."
"Something went wrong while saving the RMA item attribute.","Noe gikk galt under lagring av RMA vareattributtet."
"The wrong RMA item was requested.","Feil RMA-element ble forespurt."
"Products should be added to package(s)","Produkter skal legges til pakke(r)"
"Please enter a valid value.","Vennligst angi en gyldig verdi."
"This is the wrong RMA ID.","Dette er feil RMA id."
"We cannot display the available shipping methods.","Vi kan ikke vise tilgjengelige leveringsalternativ."
"We cannot initialize an RMA to delete a tracking number.","Vi kan ikke initialisere RMA for å slette sporingsnummer."
"You saved the RMA request.","Du lagret RMA forespørselen."
"You selected the wrong RMA.","Du valgte feil RMA."
"Create New Return","Lag Ny Returnering"
"Return #%1","Returner #%1"
"Cannot add message.","Kan ikke legge til meldingen."
"Tracking Information",Sporingsinformasjon
"Page not found","Siden finnes ikke"
"Only one RMA is available for printing","Bare ett RMA er tilgjengelig for utskrift"
"Return # ","Returner # "
"Order # ","Bestill # "
"Ordered: ","Bestilte: "
"Returned Qty","Returnert Antall"
"Approved Qty","Godkjent Antall"
"%1 for item %2 cannot be empty.","%1 for element %2 kan ikke være tom."
"You cannot return %1.","Du kan ikke returnere %1."
"A quantity of %1 is greater than you can return.","Mengden av %1 er større enn du kan returnere."
"You entered an invalid type: ""%1"".","Du returnerte en ugyldig type:""%1""."
"You entered an invalid email address: ""%1"".","Du la inn en ugyldig epostadresse: ""%1""."
"Partially Rejected","Delvis Avvist"
Denied,Avvist
"Processed and Closed","Behandlet og Stengt"
"ID cannot be an empty","ID kan ikke være tom"
"Please enter a valid comment.","Vennligst angi et gyldig kommentar."
"We need more information to create your shipping label(s). Please verify your store information and shipping settings.","Vi trenger mer informasjon for å opprette din(e) fraktetikett(er). Vennligst kontroller din butikkinformasjon og leveringsalternativ."
"No detail for number ""%1""","Ingen detaljer for nummer ""%1"""
"No detail for number ""' . . '""","Ingen detaljer for nummer "" . . '"""
"All Items","Alle varer"
"Individual Items","Individuelle varer"
"Account &amp; Shipping Information","Konto &amp; Sendeinformasjon"
"RMA Totals","RMA Totaler"
"Customer Name",Kundenavn
"Comment Text","Kommentar tekst"
"Customer Service",Kundeservice
"Not Notified","Ikke varslet"
"Order Shipping Address","Ordrens leveringsadresse"
"Delete Line","Slett linje"
"Customs Value","Egendefinerte verdi"
"Qty Ordered","Antall bestilt"
"Change shipping method.","Endre forsendelsesmetode."
"No authorized items or allowed shipping methods","Ingen godkjente varer eller tillatte leveringsmetoder"
Carrier,Transportør
Number,Nummer
"Create Shipping Label","Opprette fraktetikett"
"Return #","Gå tilbake #"
"Ship From","Send Fra"
Packages,Pakker
Package,Pakke
Length,Lengde
"Total Weight",Totalvekt
"Items in the Package","Enheter i pakken"
"Shipping and Tracking Information","Frakt- og sporingsinformasjon"
"Track this shipment","Spor denne forsendelsen"
"Show Details","Vis detaljer"
"If you have any questions about your return, please contact us at <a href=""mailto:%support_email"">%support_email</a>.","Hvis du har spørsmål om retur, vennligst kontakt oss på <a href=""mailto:%support_email""> %support_email</a>."
"Create Packages","Lage pakker"
"Add Package","Legg til pakke"
"Enable RMA on Storefront","Aktiver RMA i butikk"
"Enable RMA on Product Level","Aktiver RMA på Produktnivå"
"Use Store Address","Bruk Butikkadresse"
"Contact Name",Kontaktnavn
"RMA Email Sender","RMA E-post avsender"
"RMA Email Template","RMA E-postmal"
"RMA Email Template for Guest","RMA E-post Mal for gjest"
"Send RMA Email Copy Method","Send RMA Epost Kopier Metode"
"RMA Authorization","RMA Autorisasjon"
"RMA Authorization Email Sender","RMA Autorisasjon Epost Sender"
"RMA Authorization Email Template","RMA Autorisasjon Epost Mal"
"RMA Authorization Email Template for Guest","RMA-Autorisasjon E-post Mal for Gjest"
"RMA Admin Comments","RMA Admin Kommentarer"
"RMA Comment Email Sender","RMA Kommentar Mal Avsender"
"RMA Comment Email Template","RMA Kommentar Epost Mal"
"RMA Comment Email Template for Guest","RMA Kommentar E-post Mal for Gjest"
"Miscellaneous Feeds","Diverse Feeder"
"Get Feed","Få Feed"
"RSS Feeds",RSS-feeds
"Rss Config",RSS-konfigurasjon
"Enable RSS","Aktiver RSS"
"Please choose a valid discount amount.","Velg et gyldig rabattbeløp."
"End Date must follow Start Date.","Sluttdatoen må følge startdato."
"Please specify Customer Groups.","Angi kundegrupper."
by,av
"does not contain","inneholder ikke"
ALL,ALLE
TRUE,SANT
FALSE,FEIL
"Credit Memos",Kreditnotaer
Invoices,Fakturaer
"Create New Order","Opprette ny ordre"
"Save Order Address","Lagre bestillingsadresse"
"Submit Order","Send inn bestilling"
"Are you sure you want to cancel this order?","Er du sikker på at du vil kansellere denne bestillingen?"
"Order Comment","Kommentarer til ordren"
"Please select a customer","Velg en kunde"
"Edit Order #%1","Rediger ordre #%1"
"Items Ordered","Bestilte produkter"
"This product is disabled.","Dette produktet er deaktivert."
"This product does not have any configurable options","Dette produktet har ingen konfigurerbare alternativer"
"Please select products","Vennligst velg produkter"
"Add Selected Product(s) to Order","Legg valgte produkt(er) til ordre"
"Update Changes","Oppdater endringer"
"Are you sure you want to delete all items from shopping cart?","Er du sikker på at du vil slette alle varer fra handlekurv?"
"Products in Comparison List","Produkter i sammenligningslisten"
"Last Ordered Items","Siste bestilte varer"
"Please select a store","Vennligst velg en butikk"
"Order Totals",Ordretotal
"Shipping Incl. Tax (%1)","Frakt inkl. merverdiavgift (%1)"
"Shipping Excl. Tax (%1)","Frakt eks. merverdiavgift (%1)"
"Refund Shipping","Tilbakebetal fraktkostnader"
"Update Qty's","Oppdater antall"
Refund,Refundering
"Refund Offline","Tilbakebetaling Frakoblet"
"Paid Amount","Betalt beløp"
"Shipping Amount",Fraktbeløp
"Order Grand Total","Ordre totalsum"
"Adjustment Fee",Justeringsavgift
"Send Email","Send e-post"
"Total Refund","Totalt Tilbakebetaling"
"Submit Invoice","Send faktura"
"Credit Memo",Kreditnota
Capture,Fange
"The invoice email was sent.","E-post-fakturaen ble sendt."
"The invoice email wasn't sent.","E-post-fakturaen ble ikke sendt."
"Invoice #%1 | %2 | %4 (%3)","Faktura #%1 | %2 | %4 (%3)"
"Order Statuses",Ordrestatuser
"Create New Status","Lag ny status"
"Order State",Bestillingsstatus
"Edit Order Status","Endre ordrestatus"
"Save Status","Lagre Status"
"Order Status Information","Informasjon om ordrestatus"
"Status Code","Status kode"
"Total Paid","Totalt Betalt"
Ship,Sende
"Save Gift Message","Lagre gavemelding"
"Comments History","Kommentarer Historikk"
"Order History",Ordrehistorikk
"Order Information",Ordreinformasjon
Shipments,Forsendelser
Transactions,Transaksjoner
"Order View",Ordregjennomgang
"Show Actual Values","Vise faktiske verdier"
"Discount (%1)","Rabatt (%1)"
"Transaction # %1 | %2","Transaksjon # %1 | %2"
Value,Verdi
"Back to My Orders","Tilbake til mine ordre"
"View Another Order","Vise en annen ordre"
"You have placed no orders.","Du har ingen ordrer."
"Subscribe to Order Status","Abonner på bestillingsstatus"
Unassign,"Oppheve tilordning"
"You sent the message.","You sende meldingen."
"You canceled the order.","Du kansellerte bestillingen."
"""%1"" coupon code was not applied. Do not apply discount is selected for item(s)","""%1"" kupongkode ble ikke brukt. Ikke legg til rabatt er valgt for vare(r)"
"The coupon code has been accepted.","Rabattkoden er godkjent."
"Cannot add new comment.","Kan ikke legge til ny kommentar."
"View Memo for #%1","Vis notat for #%1"
"View Memo","Vis notat"
"The order no longer exists.","Ordren finnes ikke lenger."
"Something went wrong while saving the gift message.","Noe gikk galt når du lagret gavemeldingen."
"You saved the gift card message.","Du lagret gavemeldingen."
"Orders and Returns","Ordrer og retur"
"You entered incorrect data. Please try again.","Du angav feil data. Prøv på nytt."
"We could not add a product to cart by the ID ""%1"".","Vi kan ikke legge til et produkt med ID ""%1""."
"Shipping Address: ",Leveringsadresse:
"Billing Address: ",Faktureraadresse:
"Validation is failed.","Valideringen mislyktes."
"Please enter the street.","Angi gaten."
"Please enter the city.","Angi byen."
"Please enter the phone number.","Skriv inn telefonnummeret."
"Please enter the zip/postal code.","Angi postnummeret."
"Please enter the country.","Angi land."
"Unknown Status","Ukjent status"
"Please enter a Transaction ID.","Angi en transaksjons-IDen."
"Sold to:","Solgt til:"
"Shipping Method:",Leveringsmåte:
"Total Shipping Charges","Totale fraktkostnader"
"New Orders","Nye bestillinger"
"Details for %1 #%2","Detaljer for %1 #%2"
"Comment: %1<br/>","Kommentar: %1<br/>"
"Current Status: %1<br/>","Nåværende status: %1<br/>"
"Total: %1<br/>","Totalt: %1<br/>"
"""Shipment Document Validation Error(s):\n"" .","""Levering dokument godkjenningensfeil: \n""."
Complete,Ferdig
"Email has not been sent","E-post er ikke sendt"
"Changing address information will not recalculate shipping, tax or other order amount.","Å endre adressen vil ikke beregne frakt eller andre beløp."
"Notify Customer by Email","Varsle kunden via e-post"
"Visible on Storefront","Synlig i butikk"
"Gift Message for the Entire Order","Gavemelding for hele bestillingen"
"Custom Price","Egendefinert pris"
"Move to Shopping Cart","Legg til handlekurv"
"You don't need to select a shipping method.","Du trenger ikke å velge en leveringsmetode."
"Append Comments","Legg til kommentarer"
"Grand Total Excl. Tax","Total uten mva"
"Grand Total Incl. Tax","Total inkl mva"
"Payment &amp; Shipping Method","Betaling &amp; forsendelsesmåte"
"The order was placed using %1.","Ordren ble opprettet ved hjelp av %1."
"Please enter a positive number in this field.","Skriv inn et positivt tall i dette feltet."
"Customer Name: %1","Kundenavn: %1"
"Purchased From: %1","Kjøpt fra: %1"
"Shipping &amp; Handling","Frakt &amp; håndtering"
"Capture Offline","Fang Offline"
"Total Tax","MVA total"
"From Name","Fra Navn"
"To Name","Til Navn"
"Purchased From","Kjøpt fra"
"Gift Message for this Order","Gavemelding for denne bestillingen"
"Billing Last Name","Faktura etternavn"
"Print Order","Skriv ut ordre"
"About Your Order","Din bestilling"
"Recent Orders","Siste bestillinger"
"Gift Message for This Order","Gavemelding for denne bestillingen"
"Recently Ordered","Nylig bestilt"
"Credit memo for your %store_name order","Kreditnota for bestillingen %store_name"
"Thank you for your order from %store_name.","Takk for bestillingen din fra %store_name."
"You can check the status of your order by <a href=""%account_url"">logging into your account</a>.","Du kan sjekke statusen for bestillingen din ved å <a href=""%account_url""> logge inn på din konto</a>."
"If you have questions about your order, you can email us at <a href=""mailto:%store_email"">%store_email</a>","Hvis du har spørsmål om bestillingen, kan du sende oss epost på <a href=""mailto:%store_email""> %store_email</a>"
"Your Credit Memo #%creditmemo_id for Order #%order_id","Din kreditnota #%creditmemo_id for ordre #%order_id"
"Billing Info",Faktureringsinformasjon
"Update to your %store_name credit memo","Oppdatering til din %store_name kreditnota"
"Your order #%increment_id has been updated with a status of <strong>%order_status</strong>.","Din ordre #%increment_id har blitt oppdatert med statusen <strong>%order_status</strong>."
"Invoice for your %store_name order","Faktura for bestillingen %store_name"
"Your Invoice #%invoice_id for Order #%order_id","Din faktura #%invoice_id for ordre #%order_id"
"Update to your %store_name invoice","Oppdatering til din faktura fra %store_name"
"Your %store_name order confirmation","Ordrebekreftelse for %store_name"
"Once your package ships we will send you a tracking number.","Når pakken din sendes sender vi deg et sporingsnummer."
"Your Order <span class=""no-link"">#%increment_id</span>","Din ordre <span class=""no-link""> #%increment_id</span>"
"Placed on <span class=""no-link"">%created_at</span>","Plassert den <span class=""no-link"">%created_at</span>"
"Once your package ships we will send an email with a link to track your order.","Når pakken sendes, sender vi en e-post med en link til å spore bestillingen."
"Update to your %store_name order","Oppdatering til din %store_name ordre"
"Your %store_name order has shipped","Din %store_name ordre har blitt sendt"
"Your shipping confirmation is below. Thank you again for your business.","Bekreftelse for frakt er under. Takk for handelen."
"Your Shipment #%shipment_id for Order #%order_id","Din forsendelse #%shipment_id for ordre #%order_id"
"Update to your %store_name shipment","Oppdatering til din %store_name forsendelse"
"Gift Options for ","Gavealternativ for "
"Send Sales Emails","Send salgsepost"
"Sales Section",Salgsdel
"Sales Emails Section","Epost del for salg"
"Logo for HTML Print View","Logo for HTML-utskriftsvisning"
"Include Tax to Amount","Inkluder mva i beløp"
"Error to Show in Shopping Cart","Feil å vise i handlekurv"
"Multi-address Error to Show in Shopping Cart","Multi-adressefeil vises i handlekurv"
"Sales Emails","Salg e-post"
"Shipment Comments",Forsendelsekommentarer
"Original Price","Opprinnelig pris"
"Tax Percent","MVA prosent"
"Shipping and Handling","Frakt og ekspedisjonsgebyr"
"PDF Shipments",PDF-forsendelser
"Move to Archive","Flytte til arkiv"
"Move to Order Management","Flytt til Ordrehåndtering"
"We have archived the order.","Vi har arkivert rekkefølgen."
"We archived %1 order(s).","Vi arkiverte %1 ordre(r)."
"Restore from Archive","Gjenopprette fra arkivet"
"Enable Archiving","Aktiver arkivering"
"Sales Archive","Salg arkiv"
"The ""%1"" product is not part of the current creditmemo.","""%1"" produktet er ikke del av den gjeldende kreditnotaen."
"The return to stock argument contains product item that is not part of the original order.","Returner til lageret forespørselen inneholder produkt som ikke er en del av den opprinnelige ordren."
"Are you sure you want to delete this?","Er du sikker på at du vil slette dette?"
"Manage Coupon Codes","Administrere kupongkoder"
"Coupon Qty","Kupong Ant"
"Rule is not defined","Regel er ikke definert"
"Fixed amount discount","Fast rabatt"
"Fixed amount discount for whole cart","Fast rabatt for hele handlekurven"
"Shipping Country",Leveringsland
"Cart Attribute",Handlevognattributt
"Quantity in cart","Antall i handlevognen"
"Price in cart","Pris i handlevognen"
"Row total in cart","Rader totalt i handlevognen"
FOUND,FUNNET
"total quantity","totalt antall"
Promotion,Reklame
"Use Auto Generation","Bruk autogenerering"
"Uses per Coupon","Bruk per kupong"
"Uses per Customer","Antall bruk per kunde"
"Public In RSS Feed","Offentlig i RSS-Feed"
"Discount amount is applied to subtotal only","Rabattbeløpet legges kun på delsum"
"Discount amount is applied to subtotal and shipping amount separately","Rabatten gjelder delsum og frakt beløp separat"
"Apply to Shipping Amount","Legg til fraktpris"
